Reviews,Rating,Sentiment
Build quality is very cheap & the charging connector stopped working within one week. Might be some cheap first copy is delivered. Not recommended ......,1,0
Very good product also sound quality is pretty good 👌👌,5,1
For using mobile phone.,5,1
Good quality headphones,5,1
Pain around ears after 30mins.Nice sound quality and noise cancellation.Buttons and pairing device has no issues.,4,1
The microphone is not working properly for this product. The other side of the call is getting a muffled voice from our side.,1,0
"It's. Good product and working as per the description, value for the money, so given 5 star.",5,1
"The sound quality is superb, worth for the cost.",4,1
Working like beast. Nice product,5,1
Sound is lagging. Not a good product. Very disappointment from boat. Not expected from this company,4,1
 Amazing... When you first time use... Nice products...,3,0
Good product at this pries.,4,1
Worst product. Very very bad quality material is used. If you slightly expand it to wear it will broke easily😠😠😠😡totally waste of money... I advice that don't buy it.,1,0
"Agent didn't pick calls, even when tried many times to know status of order, agents keep disconnecting calls",3,0
"The aux option is not working ,felt this item won't come long time , quality is low",3,0
It’s a terrible product. Refuses to recharge. And the company is full of irritating start ups lingo and no proper solutions.,1,0
sound quality is nice but build quality is very very poor like it breaks very soon so don't buy or if u buy handle with care,3,0
"Best for all conditions including songs, movies and specially noice cancellation technology is good for studies and lectures",5,1
Overall ok product but you can go for better options..sound quality and noise cancellation both are not that good..,3,0
 I love sound quality very amazing bass and thank you so much 😍 boat and Amazon,5,1
Good product only for movie music gaming not for calling for calling you choose better one,5,1
Though initially I was happy with the products sound quality.. I now have doubts abt the product quality as This one broke within a month..,1,0
 Kam to Achcha kar raha hai lekin pahnane mein dikkat ho rahi hai Kan Dard hone lagta hai,4,1
Very good quality and bass,5,1
Excellent product,5,1
Nice Sound Quality With a High Frequency of base I like this product very much And Special thanks To Boat Company and also Thanks to Amazon for safe delivery 🙏❤️,5,1
Its good...nice product...but my headphone after 1 year broken now i fixed it....i think material is not good for rough use..,3,0
Excellent quality and sound ....,5,1
" I like this product. It's good one n worthy.Sound, bass quality is good.",5,1
The headphone is bang for the buck. Audio quality is good too. Only problem that I had was that they compromised on build quality.,4,1
"This product is very cheap quality not acceptable and poor packing,aux cable and charging pin not matching with the headset",1,0
"Sound quality is good, but the material quality is below it's brand value.",3,0
 Worth buying product for a affordable cost...,4,1
Sound quality was very lowThe product was given to someone and it was  returned that product was bought to me.,1,0
As expected,4,1
Nice headphone good sound quality but not so clear you can consider it wo online classes,5,1
"Good choice, good sound quality",5,1
It is decent enough but many times it just cuts off the Audio in one side at low volume which is pretty annoying..,3,0
Awesome product guys 👌Super sound quality and bass is good super battery life and bt connectivity awesome and built quality 💯super,5,1
Worst bass quality plsss dont buy itt request waste of money i swear to god if u wanna save ur money please don't buy this,1,0
I like quality first of all the product is preety decent specially the sound quality I will recommend this one over others,5,1
Much better than my Jabra wireless. Keep sailing guys..,5,1
"Ha me Sekenhand products dia gea hai, on nehi ho raha tha. Mai ne return kar dia.",1,0
The mic is not capable to give clarity for zoom meetings or calls.,2,0
There was no usb charging cable nor aux cable. Got only the headphone and the headphone was scratched. Packaging is worst.,1,0
Very bad product not workingCorrectlyVery bad .Waste of money .I report itBaddest product on amzon,1,0
After using 6month sound quality worth. May be I future I will never buy any boat products because that broken my faith.,1,0
Worst headset. Continuously disconnect problem. Sometimes left side is working and the right side is not working.,1,0
Please don't buy this product my headphones damaged after one month u buyed this itz all waste of money don't buy,1,0
Bluetooth not working properly,1,0
Liked the product but the main disturbance caused was the aux cable it was a very poor quality,4,1
"Really a wonderful Headphone, we like it. But if you use it more than an hour, ear drum may be affected.",5,1
What a great product with low price... thanks Amazon...,5,1
Very good productLoved it sound quality is goodHandle with careDon't do rough useBass quality is less,5,1
Everything was great but sometimes it restarts and sometime It does not play music for about 3 sec . It is good otherwise,4,1
Worth for money,5,1
"Nice product, good in the price range..",5,1
Like the audio output quality.My third consecutive purchase of boAT brand,5,1
I also like boat product..When I purchase that headphone ...I feel too fantastic sound quality and bass quality too nice,5,1
"This product's bass quality is too poor , i don't know why they write that it's has a good bass quality, totally wasted.",1,0
